;GEOIDCORRECT;NAME;variable;estimate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;36047050402;Census Tract 504.02, Kings County, New York;population;1758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;36047050402;Census Tract 504.02, Kings County, New York;poverty;1758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;36047050402;Census Tract 504.02, Kings County, New York;med_inc;134602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;36047028501;Census Tract 285.01, Kings County, New York;population;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;36047028501;Census Tract 285.01, Kings County, New York;poverty;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;36047028501;Census Tract 285.01, Kings County, New York;med_inc;50278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;36081017901;Census Tract 179.01, Queens County, New York;population;1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;36081017901;Census Tract 179.01, Queens County, New York;poverty;1114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;36081017901;Census Tract 179.01, Queens County, New York;med_inc;61681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;36047033900;Census Tract 339, Kings County, New York;population;4720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;36047033900;Census Tract 339, Kings County, New York;poverty;4687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;36047033900;Census Tract 339, Kings County, New York;med_inc;51950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;36061026700;Census Tract 267, New York County, New York;population;2119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;36061026700;Census Tract 267, New York County, New York;poverty;1632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;36061026700;Census Tract 267, New York County, New York;med_inc;59559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;36047055000;Census Tract 550, Kings County, New York;population;3773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;36047055000;Census Tract 550, Kings County, New York;poverty;3768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;36047055000;Census Tract 550, Kings County, New York;med_inc;67391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;36081047900;Census Tract 479, Queens County, New York;population;5829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.733.848;4.073.356;40.733.933;40.734.291;40.734.592;40.735.231;40.735.918; ;
40.736061)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;36081047900;Census Tract 479, Queens County, New York;poverty;5821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.733.848;4.073.356;40.733.933;40.734.291;40.734.592;40.735.231;40.735.918; ;
40.736061)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;36081047900;Census Tract 479, Queens County, New York;med_inc;68179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.733.848;4.073.356;40.733.933;40.734.291;40.734.592;40.735.231;40.735.918; ;
40.736061)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;36047064200;Census Tract 642, Kings County, New York;population;2617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;36047064200;Census Tract 642, Kings County, New York;poverty;2617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;36047064200;Census Tract 642, Kings County, New York;med_inc;57466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;36061015501;Census Tract 155.01, New York County, New York;population;5197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;36061015501;Census Tract 155.01, New York County, New York;poverty;5197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;36061015501;Census Tract 155.01, New York County, New York;med_inc;191490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;36005027402;Census Tract 274.02, Bronx County, New York;population;3611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;36005027402;Census Tract 274.02, Bronx County, New York;poverty;3356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;36005027402;Census Tract 274.02, Bronx County, New York;med_inc;94333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;36005020100;Census Tract 201, Bronx County, New York;population;3772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;36005020100;Census Tract 201, Bronx County, New York;poverty;3748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;36005020100;Census Tract 201, Bronx County, New York;med_inc;38235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;36061018300;Census Tract 183, New York County, New York;population;8578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;36061018300;Census Tract 183, New York County, New York;poverty;8573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;36061018300;Census Tract 183, New York County, New York;med_inc;129909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;36047059200;Census Tract 592, Kings County, New York;population;4190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;36047059200;Census Tract 592, Kings County, New York;poverty;4190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;36047059200;Census Tract 592, Kings County, New York;med_inc;71167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;36081035200;Census Tract 352, Queens County, New York;population;2949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.680.117;40.678.844;40.677.288;4.067.663;40.676.157;40.675.886;40.675.955; ;
40.676.081;4.067.511;40.674.764;40.674.746; 40.676319)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;36081035200;Census Tract 352, Queens County, New York;poverty;2938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.680.117;40.678.844;40.677.288;4.067.663;40.676.157;40.675.886;40.675.955; ;
40.676.081;4.067.511;40.674.764;40.674.746; 40.676319)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;36081035200;Census Tract 352, Queens County, New York;med_inc;97417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.680.117;40.678.844;40.677.288;4.067.663;40.676.157;40.675.886;40.675.955; ;
40.676.081;4.067.511;40.674.764;40.674.746; 40.676319)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;36005006400;Census Tract 64, Bronx County, New York;population;4061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;36005006400;Census Tract 64, Bronx County, New York;poverty;4008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;36005006400;Census Tract 64, Bronx County, New York;med_inc;35144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;36081118100;Census Tract 1181, Queens County, New York;population;1734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;36081118100;Census Tract 1181, Queens County, New York;poverty;1734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;36081118100;Census Tract 1181, Queens County, New York;med_inc;78625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;36047023800;Census Tract 238, Kings County, New York;population;4563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;36047023800;Census Tract 238, Kings County, New York;poverty;4563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;36047023800;Census Tract 238, Kings County, New York;med_inc;39196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;36047010801;Census Tract 108.01, Kings County, New York;population;1895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;36047010801;Census Tract 108.01, Kings County, New York;poverty;1895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;36047010801;Census Tract 108.01, Kings County, New York;med_inc;58750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;36081018300;Census Tract 183, Queens County, New York;population;5673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;36081018300;Census Tract 183, Queens County, New York;poverty;5613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;36081018300;Census Tract 183, Queens County, New York;med_inc;80529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;36047016900;Census Tract 169, Kings County, New York;population;5244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;36047016900;Census Tract 169, Kings County, New York;poverty;5221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;36047016900;Census Tract 169, Kings County, New York;med_inc;112419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;36047054600;Census Tract 546, Kings County, New York;population;5445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;36047054600;Census Tract 546, Kings County, New York;poverty;5427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;36047054600;Census Tract 546, Kings County, New York;med_inc;57017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;36005030000;Census Tract 300, Bronx County, New York;population;6612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;36005030000;Census Tract 300, Bronx County, New York;poverty;6520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;36005030000;Census Tract 300, Bronx County, New York;med_inc;72568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;36081083700;Census Tract 837, Queens County, New York;population;5531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.741.367;40.740.787;40.738.987;40.739.184;4.074.036;40.742.295;40.744.421; ;
40.745.097;40.746.652;40.747.528;40.748.311; 40.749348)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;36081083700;Census Tract 837, Queens County, New York;poverty;5518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.741.367;40.740.787;40.738.987;40.739.184;4.074.036;40.742.295;40.744.421; ;
40.745.097;40.746.652;40.747.528;40.748.311; 40.749348)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;36081083700;Census Tract 837, Queens County, New York;med_inc;56356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.741.367;40.740.787;40.738.987;40.739.184;4.074.036;40.742.295;40.744.421; ;
40.745.097;40.746.652;40.747.528;40.748.311; 40.749348)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;36047036700;Census Tract 367, Kings County, New York;population;1942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;36047036700;Census Tract 367, Kings County, New York;poverty;1942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;36047036700;Census Tract 367, Kings County, New York;med_inc;60368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;36081137700;Census Tract 1377, Queens County, New York;population;7882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.745.618;40.747.332;40.749.076; 40.749361)));;;;;
98;36081137700;Census Tract 1377, Queens County, New York;poverty;7824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.745.618;40.747.332;40.749.076; 40.749361)));;;;;
99;36081137700;Census Tract 1377, Queens County, New York;med_inc;90238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.745.618;40.747.332;40.749.076; 40.749361)));;;;;
100;36081046902;Census Tract 469.02, Queens County, New York;population;4194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;36081046902;Census Tract 469.02, Queens County, New York;poverty;4194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;36081046902;Census Tract 469.02, Queens County, New York;med_inc;69417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;36061026900;Census Tract 269, New York County, New York;population;9464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;36061026900;Census Tract 269, New York County, New York;poverty;9288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;36061026900;Census Tract 269, New York County, New York;med_inc;60619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;36047025901;Census Tract 259.01, Kings County, New York;population;2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;36047025901;Census Tract 259.01, Kings County, New York;poverty;2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;36047025901;Census Tract 259.01, Kings County, New York;med_inc;62734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;36061031703;Census Tract 317.03, New York County, New York;population;6419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;36061031703;Census Tract 317.03, New York County, New York;poverty;6419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;36061031703;Census Tract 317.03, New York County, New York;med_inc;250001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;36047077600;Census Tract 776, Kings County, New York;population;3882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;36047077600;Census Tract 776, Kings County, New York;poverty;3882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;36047077600;Census Tract 776, Kings County, New York;med_inc;78561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;36005007600;Census Tract 76, Bronx County, New York;population;5293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;36005007600;Census Tract 76, Bronx County, New York;poverty;5264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;36005007600;Census Tract 76, Bronx County, New York;med_inc;51625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;36081033900;Census Tract 339, Queens County, New York;population;2773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;36081033900;Census Tract 339, Queens County, New York;poverty;2773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;36081033900;Census Tract 339, Queens County, New York;med_inc;57342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;36081100801;Census Tract 1008.01, Queens County, New York;population;3042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;36081100801;Census Tract 1008.01, Queens County, New York;poverty;3042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;36081100801;Census Tract 1008.01, Queens County, New York;med_inc;119674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;36081155101;Census Tract 1551.01, Queens County, New York;population;2075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;36081155101;Census Tract 1551.01, Queens County, New York;poverty;2075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;36081155101;Census Tract 1551.01, Queens County, New York;med_inc;60800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;36005034500;Census Tract 345, Bronx County, New York;population;3645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;36005034500;Census Tract 345, Bronx County, New York;poverty;3540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;36005034500;Census Tract 345, Bronx County, New York;med_inc;109167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;36061013203;Census Tract 132.03, New York County, New York;population;4452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;36061013203;Census Tract 132.03, New York County, New York;poverty;4452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;36061013203;Census Tract 132.03, New York County, New York;med_inc;110642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;36047025100;Census Tract 251, Kings County, New York;population;4032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;36047025100;Census Tract 251, Kings County, New York;poverty;4032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;36047025100;Census Tract 251, Kings County, New York;med_inc;46947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;36061009100;Census Tract 91, New York County, New York;population;6656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;36061009100;Census Tract 91, New York County, New York;poverty;6656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;36061009100;Census Tract 91, New York County, New York;med_inc;148859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;36047025200;Census Tract 252, Kings County, New York;population;5501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;36047025200;Census Tract 252, Kings County, New York;poverty;5501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;36047025200;Census Tract 252, Kings County, New York;med_inc;49815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;36047029900;Census Tract 299, Kings County, New York;population;2431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;36047029900;Census Tract 299, Kings County, New York;poverty;2217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;36047029900;Census Tract 299, Kings County, New York;med_inc;54719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;36047097000;Census Tract 970, Kings County, New York;population;2696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;36047097000;Census Tract 970, Kings County, New York;poverty;2696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;36047097000;Census Tract 970, Kings County, New York;med_inc;77895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;36047035101;Census Tract 351.01, Kings County, New York;population;2565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;36047035101;Census Tract 351.01, Kings County, New York;poverty;2565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;36047035101;Census Tract 351.01, Kings County, New York;med_inc;39489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;36005018501;Census Tract 185.01, Bronx County, New York;population;3069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;36005018501;Census Tract 185.01, Bronx County, New York;poverty;3069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;36005018501;Census Tract 185.01, Bronx County, New York;med_inc;47826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;36081144700;Census Tract 1447, Queens County, New York;population;3436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;36081144700;Census Tract 1447, Queens County, New York;poverty;3387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;36081144700;Census Tract 1447, Queens County, New York;med_inc;80469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;36047016700;Census Tract 167, Kings County, New York;population;4859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;36047016700;Census Tract 167, Kings County, New York;poverty;4843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;36047016700;Census Tract 167, Kings County, New York;med_inc;188827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;36085012100;Census Tract 121, Richmond County, New York;population;3076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;36085012100;Census Tract 121, Richmond County, New York;poverty;3076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;36085012100;Census Tract 121, Richmond County, New York;med_inc;149750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;36005022200;Census Tract 222, Bronx County, New York;population;3169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.083.701;40.836.347;40.835.625;40.834.201;40.834.015;40.833.888;40.833.558; ;
40.833.413;40.833.294;40.833.614;4.083.399; 40.834597)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;36005022200;Census Tract 222, Bronx County, New York;poverty;3096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.083.701;40.836.347;40.835.625;40.834.201;40.834.015;40.833.888;40.833.558; ;
40.833.413;40.833.294;40.833.614;4.083.399; 40.834597)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;36005022200;Census Tract 222, Bronx County, New York;med_inc;46806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.083.701;40.836.347;40.835.625;40.834.201;40.834.015;40.833.888;40.833.558; ;
40.833.413;40.833.294;40.833.614;4.083.399; 40.834597)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;36061015802;Census Tract 158.02, New York County, New York;population;4284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;36061015802;Census Tract 158.02, New York County, New York;poverty;3317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;36061015802;Census Tract 158.02, New York County, New York;med_inc;77889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
